SKU	ThuongHieu	GioiTinh	DanhMuc	Size	Mau	Gia	GiaGiam	SoLuong	DaBan	Image	TrangThai
GUC-ÁO -04-L-BEI	Gucci	Unisex	Áo thun	L	Be	11800000	11200000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/03/ao-phong-gucci-white-logo-vintage-printed-717422xje6e9095-mau-trang-641bcc5381367-23032023104939.jpg	1
GUC-ÁO -04-L-X	Gucci	Unisex	Áo thun	L	Xanh	11800000	11200000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/03/ao-phong-gucci-white-logo-vintage-printed-717422xje6e9095-mau-trang-641bcc5381367-23032023104939.jpg	1
GUC-ÁO -04-XL-Đ	Gucci	Unisex	Áo thun	XL	Đen	11800000	11200000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/03/ao-phong-gucci-white-logo-vintage-printed-717422xje6e9095-mau-trang-641bcc5381367-23032023104939.jpg	1
GUC-ÁO -04-XL-T	Gucci	Unisex	Áo thun	XL	Trắng	11800000	11200000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/03/ao-phong-gucci-white-logo-vintage-printed-717422xje6e9095-mau-trang-641bcc5381367-23032023104939.jpg	1
GUC-ÁO -04-XL-BEI	Gucci	Unisex	Áo thun	XL	Be	11800000	11200000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/03/ao-phong-gucci-white-logo-vintage-printed-717422xje6e9095-mau-trang-641bcc5381367-23032023104939.jpg	1
GUC-ÁO -04-XL-X	Gucci	Unisex	Áo thun	XL	Xanh	11800000	11200000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/03/ao-phong-gucci-white-logo-vintage-printed-717422xje6e9095-mau-trang-641bcc5381367-23032023104939.jpg	1
GUC-ÁO -05-S-Đ	Gucci	Unisex	Áo thun	S	Đen	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -05-S-T	Gucci	Unisex	Áo thun	S	Trắng	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -05-S-BEI	Gucci	Unisex	Áo thun	S	Be	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -05-S-X	Gucci	Unisex	Áo thun	S	Xanh	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -05-M-Đ	Gucci	Unisex	Áo thun	M	Đen	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -05-M-T	Gucci	Unisex	Áo thun	M	Trắng	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -05-M-BEI	Gucci	Unisex	Áo thun	M	Be	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -05-M-X	Gucci	Unisex	Áo thun	M	Xanh	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -05-L-Đ	Gucci	Unisex	Áo thun	L	Đen	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -05-L-T	Gucci	Unisex	Áo thun	L	Trắng	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -05-L-BEI	Gucci	Unisex	Áo thun	L	Be	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -05-L-X	Gucci	Unisex	Áo thun	L	Xanh	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -05-XL-Đ	Gucci	Unisex	Áo thun	XL	Đen	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -05-XL-T	Gucci	Unisex	Áo thun	XL	Trắng	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -05-XL-BEI	Gucci	Unisex	Áo thun	XL	Be	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -05-XL-X	Gucci	Unisex	Áo thun	XL	Xanh	10700000	9900000	3	0	https://cdn.vuahanghieu.com/unsafe/0x500/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/11/ao-phong-nam-gucci-blade-with-logo-print-in-white-tshirt-863004-xjazy-9037-mau-trang-size-s-69267b9a97ed4-26112025110130.jpg	1
GUC-ÁO -06-S-Đ	Gucci	Unisex	Áo thun	S	Đen	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-ÁO -06-S-T	Gucci	Unisex	Áo thun	S	Trắng	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-ÁO -06-S-BEI	Gucci	Unisex	Áo thun	S	Be	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-ÁO -06-S-X	Gucci	Unisex	Áo thun	S	Xanh	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-ÁO -06-M-Đ	Gucci	Unisex	Áo thun	M	Đen	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-ÁO -06-M-T	Gucci	Unisex	Áo thun	M	Trắng	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-ÁO -06-M-BEI	Gucci	Unisex	Áo thun	M	Be	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-ÁO -06-M-X	Gucci	Unisex	Áo thun	M	Xanh	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-ÁO -06-L-Đ	Gucci	Unisex	Áo thun	L	Đen	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-ÁO -06-L-T	Gucci	Unisex	Áo thun	L	Trắng	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-ÁO -06-L-BEI	Gucci	Unisex	Áo thun	L	Be	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-ÁO -06-L-X	Gucci	Unisex	Áo thun	L	Xanh	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-ÁO -06-XL-Đ	Gucci	Unisex	Áo thun	XL	Đen	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-ÁO -06-XL-T	Gucci	Unisex	Áo thun	XL	Trắng	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-ÁO -06-XL-BEI	Gucci	Unisex	Áo thun	XL	Be	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-ÁO -06-XL-X	Gucci	Unisex	Áo thun	XL	Xanh	11900000	11400000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2023/06/ao-thun-gucci-with-gucci-blade-print-t-shirt-mau-trang-6492642f01dfc-21062023094503.jpg	1
GUC-QUẦ-07-S-Đ	Gucci	Unisex	Quần	S	Đen	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-07-S-T	Gucci	Unisex	Quần	S	Trắng	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-07-S-BEI	Gucci	Unisex	Quần	S	Be	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-07-S-X	Gucci	Unisex	Quần	S	Xanh	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-07-M-Đ	Gucci	Unisex	Quần	M	Đen	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-07-M-T	Gucci	Unisex	Quần	M	Trắng	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-07-M-BEI	Gucci	Unisex	Quần	M	Be	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-07-M-X	Gucci	Unisex	Quần	M	Xanh	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-07-L-Đ	Gucci	Unisex	Quần	L	Đen	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-07-L-T	Gucci	Unisex	Quần	L	Trắng	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-07-L-BEI	Gucci	Unisex	Quần	L	Be	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-07-L-X	Gucci	Unisex	Quần	L	Xanh	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-07-XL-Đ	Gucci	Unisex	Quần	XL	Đen	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-07-XL-T	Gucci	Unisex	Quần	XL	Trắng	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-07-XL-BEI	Gucci	Unisex	Quần	XL	Be	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-07-XL-X	Gucci	Unisex	Quần	XL	Xanh	11700000	10200000	3	0	https://bizweb.dktcdn.net/thumb/1024x1024/100/476/319/products/gucci-black-taped-logo-track-pant.webp?v=1677586605390	1
GUC-QUẦ-08-S-Đ	Gucci	Nam	Quần	S	Đen	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-08-S-T	Gucci	Nam	Quần	S	Trắng	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-08-S-BEI	Gucci	Nam	Quần	S	Be	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-08-S-X	Gucci	Nam	Quần	S	Xanh	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-08-M-Đ	Gucci	Nam	Quần	M	Đen	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-08-M-T	Gucci	Nam	Quần	M	Trắng	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-08-M-BEI	Gucci	Nam	Quần	M	Be	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-08-M-X	Gucci	Nam	Quần	M	Xanh	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-08-L-Đ	Gucci	Nam	Quần	L	Đen	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-08-L-T	Gucci	Nam	Quần	L	Trắng	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-08-L-BEI	Gucci	Nam	Quần	L	Be	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-08-L-X	Gucci	Nam	Quần	L	Xanh	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-08-XL-Đ	Gucci	Nam	Quần	XL	Đen	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-08-XL-T	Gucci	Nam	Quần	XL	Trắng	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-08-XL-BEI	Gucci	Nam	Quần	XL	Be	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-08-XL-X	Gucci	Nam	Quần	XL	Xanh	8000000	7100000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2026/02/quan-dai-nam-gucci-wool-mohair-pant-698813-z8a18-4020-mau-xanh-blue-size-44-699d43617b591-24022026132121.jpg	1
GUC-QUẦ-09-S-Đ	Gucci	Nam	Quần	S	Đen	7800000	7000000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/12/quan-dai-nam-gucci-fluid-drill-cropped-trouser-blue-690469-z798c-4142-mau-xanh-size-44-69536f71d813e-30122025132137.jpg	1
GUC-QUẦ-09-S-T	Gucci	Nam	Quần	S	Trắng	7800000	7000000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/12/quan-dai-nam-gucci-fluid-drill-cropped-trouser-blue-690469-z798c-4142-mau-xanh-size-44-69536f71d813e-30122025132137.jpg	1
GUC-QUẦ-09-S-BEI	Gucci	Nam	Quần	S	Be	7800000	7000000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/12/quan-dai-nam-gucci-fluid-drill-cropped-trouser-blue-690469-z798c-4142-mau-xanh-size-44-69536f71d813e-30122025132137.jpg	1
GUC-QUẦ-09-S-X	Gucci	Nam	Quần	S	Xanh	7800000	7000000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/12/quan-dai-nam-gucci-fluid-drill-cropped-trouser-blue-690469-z798c-4142-mau-xanh-size-44-69536f71d813e-30122025132137.jpg	1
GUC-QUẦ-09-M-Đ	Gucci	Nam	Quần	M	Đen	7800000	7000000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/12/quan-dai-nam-gucci-fluid-drill-cropped-trouser-blue-690469-z798c-4142-mau-xanh-size-44-69536f71d813e-30122025132137.jpg	1
GUC-QUẦ-09-M-T	Gucci	Nam	Quần	M	Trắng	7800000	7000000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/12/quan-dai-nam-gucci-fluid-drill-cropped-trouser-blue-690469-z798c-4142-mau-xanh-size-44-69536f71d813e-30122025132137.jpg	1
GUC-QUẦ-09-M-BEI	Gucci	Nam	Quần	M	Be	7800000	7000000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/12/quan-dai-nam-gucci-fluid-drill-cropped-trouser-blue-690469-z798c-4142-mau-xanh-size-44-69536f71d813e-30122025132137.jpg	1
GUC-QUẦ-09-M-X	Gucci	Nam	Quần	M	Xanh	7800000	7000000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/12/quan-dai-nam-gucci-fluid-drill-cropped-trouser-blue-690469-z798c-4142-mau-xanh-size-44-69536f71d813e-30122025132137.jpg	1
GUC-QUẦ-09-L-Đ	Gucci	Nam	Quần	L	Đen	7800000	7000000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/12/quan-dai-nam-gucci-fluid-drill-cropped-trouser-blue-690469-z798c-4142-mau-xanh-size-44-69536f71d813e-30122025132137.jpg	1
GUC-QUẦ-09-L-T	Gucci	Nam	Quần	L	Trắng	7800000	7000000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/12/quan-dai-nam-gucci-fluid-drill-cropped-trouser-blue-690469-z798c-4142-mau-xanh-size-44-69536f71d813e-30122025132137.jpg	1
GUC-QUẦ-09-L-BEI	Gucci	Nam	Quần	L	Be	7800000	7000000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/12/quan-dai-nam-gucci-fluid-drill-cropped-trouser-blue-690469-z798c-4142-mau-xanh-size-44-69536f71d813e-30122025132137.jpg	1
GUC-QUẦ-09-L-X	Gucci	Nam	Quần	L	Xanh	7800000	7000000	3	0	https://cdn.vuahanghieu.com/unsafe/0x900/left/top/smart/filters:quality(90)/https://admin.vuahanghieu.com/upload/product/2025/12/quan-dai-nam-gucci-fluid-drill-cropped-trouser-blue-690469-z798c-4142-mau-xanh-size-44-69536f71d813e-30122025132137.jpg	1
